,Line num,Command,Notes
0,1,\documentclass,amsproc
1,2,\usepackage,"hyperref,color,amssymb"
2,3,\newcommand,\cA -> \mathcal{A}
3,4,\newcommand,\cB -> \mathcal{B}
4,5,\newcommand,\cK -> \mathcal{K}
5,6,\newcommand,\cM -> \mathcal{M}
6,7,\newcommand,\fM -> \mathfrak{M}
7,8,\newcommand,\alg -> \operatorname{alg}
8,9,\newcommand,\eps -> \varepsilon
9,10,\newcommand,\dR -> {\bf\dot{\R}}
10,11,\newcommand,\C -> \mathbb{C}
11,12,\newcommand,\N -> \mathbb{N}
12,13,\newcommand,\R -> \mathbb{R}
13,14,\newtheorem,N/A
14,15,\newtheorem,N/A
15,16,\newtheorem,N/A
16,17,\newtheorem,N/A
17,18,\theoremstyle,definition
18,19,\newtheorem,N/A
19,20,\theoremstyle,remark
20,21,\newtheorem,N/A
21,22,\numberwithin,N/A
22,23,\title,N/A
23,25,\author,Alexei Karlovich
24,26,\address,N/A
25,26,\c,N/A
26,26,\email,N/A
27,27,\author,Eugene Shargorodsky
28,28,\address,N/A
29,30,\email,eugene.shargorodsky@kcl.ac.uk
30,31,\date,\today
31,31,\today,\today
32,32,document,Environment
33,33,abstract,Environment
34,41,\cite,FKK19
35,51,\maketitle,N/A
36,52,\section,Introduction
37,55,\cite,G14
38,68,\ref,sec:BFS
39,77,\ref,le:density
40,101,\cite,K15a
41,104,equation,Environment
42,105,\cB,\cB(X(\R))
43,105,\R,\cB(X(\R))
44,106,\le,N/A
45,107,\R,N/A
46,110,\eqref,eq:Stechkin
47,112,\cite,N/A
48,112,\eqref,N/A
49,121,equation,Environment
50,122,\dR,N/A
51,122,\operatorname,N/A
52,122,\cM_,N/A
53,122,\R,N/A
54,123,\big,N/A
55,123,\dR,N/A
56,123,\cap,N/A
57,123,\R,N/A
58,123,\big,N/A
59,125,\ref,th:continuous-embedding
60,131,\cite,FKK19
61,132,theorem,Environment
62,133,\label,th:FKK
63,140,\cite,N/A
64,140,\cite,N/A
65,140,\cite,N/A
66,141,\cite,RSS11
67,144,\cite,"KILH12,KILH13a,KILH13b"
68,145,\cite,BS06
69,151,\cite,BS06
70,154,\cite,FKK19
71,155,\ref,th:FKK
72,156,\cite,FKK19
73,157,theorem,Environment
74,158,\label,th:algebra-Api
75,165,\cite,BS88
76,167,\ref,th:FKK
77,169,theorem,Environment
78,170,\label,th:main
